B00YQGA982,2022,3,16,3,My favorite purple shampoo,5.0 out of 5 stars,2 people found this helpful,"Reviewed in the United States on July 10, 2021",TeachitVA,,Verified Purchase,,"I used this purple shampoo a few years ago when my stylist had some for sale in her salon. I bought a bottle and used it occasionally. Now, I've gone darker with just a few highlights and those highlights tend to turn yellow and orange. I tried the Matrix Brass Off brand and it made my hands and head itch pretty badly. So, I was trying to remember what the brand was that I'd used. I called the Salon and they told me it was this AG brand. Bought another bottle and it works just as well as I remember. And no itchy hands when applying (and after) or itchy scalp. Works great!",2022-03-16 01:15:04.614295
B00YQGA982,2022,3,16,4,This shampoo& conditioner + fanola an you got a winner!!!,5.0 out of 5 stars,2 people found this helpful,"Reviewed in the United States on March 11, 2021",EMGee,,Verified Purchase,,It took 3 years to get ash blond gray hair... This is what I use to keep the brass out... And keep my hair a cool color... I bought the shampoo an conditioner... I use it like once a week... It doesn't leave your hair feeling dried out. I also have fanola purple shampoo and use that once or twice a month... It's better than all of ulta's purple shampoos but it's harsh so I counteract it with olaplex to keep my hair healthy... With all of the shampoos I notice that if you put it on dry hair until saturated an sit for 10-15 min it comes out nicer...,2022-03-16 01:15:04.614295
B00YQGA982,2022,3,16,5,Keeps Gray/silver/white hair from getting yellowish tinge,5.0 out of 5 stars,19 people found this helpful,"Reviewed in the United States on December 26, 2017",C. M. Harris,,Verified Purchase,,Originally purchased this brand at Ulta.  Better price at Amazon.  Works well on my silver gray hair to keep it from getting that yellowish tinge.,2022-03-16 01:15:04.614295
B00YQGA982,2022,3,16,6,"Love, Love!",5.0 out of 5 stars,9 people found this helpful,"Reviewed in the United States on April 18, 2019",Mich-L,,Verified Purchase,,"I love this shampoo! It’s the best purple shampoo I’ve used. It gives my hair strength, volume, and shine. Exit brassiness; enter expensive highlights. Highlights are expensive. Why not show them off?! (My highlights were done 4 months ago.)",2022-03-16 01:15:04.614295
B00YQGA982,2022,3,16,7,It makes a big difference. Better much better,5.0 out of 5 stars,10 people found this helpful,"Reviewed in the United States on December 12, 2018",Sharon Cassels,,Verified Purchase,,"I was given a sample of this by a friend that used to be in the business and this is what she uses...I just frosted my brown hair with blond highlight, this would get brassy looking as the days passed, this shampoo fixes this and makes a big difference and to tell the truth I usually can’t get enthusiastic about these things but I do like this very much...",2022-03-16 01:15:04.614295
B00YQGA982,2022,3,16,8,"Good, but not the best",3.0 out of 5 stars,10 people found this helpful,"Reviewed in the United States on September 6, 2018",hwhite92,,Verified Purchase,,"My hair dresser recommended I get this purple shampoo and while I think it probably kept my hair from getting too brassy, I do not think it worked as well as other purple shampoos I have used. She recommended it because it is paraben free which is better for your hair but I only use a purple shampoo once a week. A plus: it does not dye your hands or shower purple when you use it.",2022-03-16 01:15:04.614295
B07FYHT415,2022,3,16,1,Disappointed,3.0 out of 5 stars,6 people found this helpful,"Reviewed in the United States on June 3, 2020",GottaLoveIt,,Verified Purchase,,"Extremely disappointed in this product as it smells absolutely awful, like a really strong plastic smell. Lost 2 stars because of it. I was expecting a pleasant smell like the other Milkshake products I have used. Maybe this was old stock? I'm using it anyway as I don't want to throw my money down the drain. The conditioner smells just as bad! Aside from the horrid smell, it seems to work well.  Most products weigh my hair down and this doesn't. It leaves my hair feeling light and super soft. Helps control the flyaways and leaves my hair manageable.  I just wish the smell wasn't so bad. I doubt I'll order this again due the strong plastic odor.",2022-03-16 01:15:19.344200
B07FYHT415,2022,3,16,2,This smells yummy!,5.0 out of 5 stars,One person found this helpful,"Reviewed in the United States on December 5, 2019",MJ,,Verified Purchase,,Besides having a delicious scent the shampoo works well in hard water which we have in our area. My hair stylist recommended it. After she used it on my hair I bought some for home and have continued to enjoy how my hair looks after shampooing. I also bought the accompanying conditioner which is applied after shampooing and left in the hair. I have been so satisfied that I have continued to purchase Milk Shake shampoo and conditioner.,2022-03-16 01:15:19.344200
B07FYHT415,2022,3,16,3,Worth it,5.0 out of 5 stars,2 people found this helpful,"Reviewed in the United States on January 14, 2020",Sherri 456,,Verified Purchase,,Bottle allows you to use all product without excessive loss.  Great scent and conditioned hair,2022-03-16 01:15:19.344200
B07FYHT415,2022,3,16,4,Clean feeling,5.0 out of 5 stars,2 people found this helpful,"Reviewed in the United States on December 13, 2019",Sherry Raposo,,Verified Purchase,,This is the best shampoo If you want to get all,2022-03-16 01:15:19.344200
B07FYHT415,2022,3,16,5,Smells good!,5.0 out of 5 stars,,"Reviewed in the United States on May 3, 2021",C. Figueroa,,Verified Purchase,,"At first, I was weary to order from Amazon instead of the actual website, but overall seems to be the same product and does the job!",2022-03-16 01:15:19.344200
B07FYHT415,2022,3,16,6,Great smelling shampoo,5.0 out of 5 stars,,"Reviewed in the United States on April 13, 2021",Bina,,Verified Purchase,,Love this shampoo. Excellent scent. Well worth the money,2022-03-16 01:15:19.344200
B07FYHT415,2022,3,16,7,Awesome products,5.0 out of 5 stars,,"Reviewed in the United States on November 14, 2021",Amazon Customer,,Verified Purchase,,Hair very manageable,2022-03-16 01:15:19.344200
B07FYHT415,2022,3,16,8,Smells soooo good!!,5.0 out of 5 stars,,"Reviewed in the United States on April 24, 2021",SharondaT,,Verified Purchase,,Favorite product for my hair!,2022-03-16 01:15:19.344200
B076CF5FSM,2022,3,16,1,Wrap liquids before shipping.,1.0 out of 5 stars,4 people found this helpful,"Reviewed in the United States on December 5, 2020",T. Slaven,"
        VINE VOICE",Verified Purchase,,"The product is fine. It was not wrapped in plastic wrap, however, so it leaked all over the shipping envelope.",2022-03-16 01:15:38.090872
B076CF5FSM,2022,3,16,2,Correct shampoo for Fine/Normal Properly packaged,5.0 out of 5 stars,6 people found this helpful,"Reviewed in the United States on December 5, 2018",Upstate Shopper,,Verified Purchase,,"Product was received in good order and it was plastic wrapped so it didn't leak.  Its my favorite shampoo, I have fine color treated hair. It gives it nice body and a nice sheen and it does help with color fade. It does not weigh down my  hair. I also use the Goldwell color conditioner (smaller than a pea size for my short hair).",2022-03-16 01:15:38.090872
B076CF5FSM,2022,3,16,3,Recommended by our salon,5.0 out of 5 stars,One person found this helpful,"Reviewed in the United States on January 17, 2022",SAHM,,Verified Purchase,,This item was recommended by the salon that does my daughter's highlights.  We were very pleased with the effect.,2022-03-16 01:15:38.090872
B076CF5FSM,2022,3,16,4,Amazon shipped & bottle empty,1.0 out of 5 stars,6 people found this helpful,"Reviewed in the United States on September 30, 2020",A M,,Verified Purchase,,The product is great,2022-03-16 01:15:38.090872
B076CF5FSM,2022,3,16,5,Love this shampoo,5.0 out of 5 stars,,"Reviewed in the United States on April 6, 2021",Michel1030,,Verified Purchase,,"This is my favorite shampoo and conditioner, leaves my naturally curly color-treated hair soft and manageable. Have tried many other brands (including davines, Pantene, Kerastase, bumble & bumble) but always come back to Goldwell.",2022-03-16 01:15:38.090872
B076CF5FSM,2022,3,16,6,Doesn’t fade my color treated hair,4.0 out of 5 stars,,"Reviewed in the United States on December 29, 2021",Debra ,,Verified Purchase,,I like that it doesn’t fade the roots of my hair after dying I also have foil and it keeps the color nice. I wish that it smelled better have a hard time finding a shampoo and conditioner that makes my hair smell nice,2022-03-16 01:15:38.090872
B076CF5FSM,2022,3,16,7,The pop top lid isn't secured.,3.0 out of 5 stars,3 people found this helpful,"Reviewed in the United States on October 3, 2020",Pat S.,,Verified Purchase,,My stylist uses this brand. Love them. I just wish shipper would secure the pop lid...it leaked a lot the first time. The reorder barely got here with pop top open and no spillage. I've never had this happen with another similar product.,2022-03-16 01:15:38.090872
B076CF5FSM,2022,3,16,8,great product. great price. fast delivery,5.0 out of 5 stars,One person found this helpful,"Reviewed in the United States on January 20, 2022",Carol Dixon,,Verified Purchase,,great product. great price. fast delivery,2022-03-16 01:15:38.090872
