ASIN,YEAR,MONTH,DAY,STAR_5,STAR_4,STAR_3,STAR_2,STAR_1,STAR_AVG
B000R8QVY4,2022,2,10,78,13,5,2,2,4.6,2022-02-10 17:00:40.532668
B094F7D4HS,2022,2,10,82,9,4,1,3,4.7,2022-02-10 17:00:55.017519
B08BTKBVWT,2022,2,10,76,13,6,2,3,4.6,2022-02-10 17:01:07.182626
B083C4WCLT,2022,2,10,68,14,10,4,4,4.4,2022-02-10 17:01:19.072095
B001SGSB9M,2022,2,10,76,14,6,1,3,4.6,2022-02-10 17:01:29.448984
B07RLJ2H1H,2022,2,10,79,11,5,1,3,4.6,2022-02-10 17:01:40.975513
B006MGR58Q,2022,2,10,79,7,4,2,9,4.5,2022-02-10 17:01:50.699347
B001D0BJNI,2022,2,10,85,9,3,1,2,4.7,2022-02-10 17:02:01.716606
B07PY962WW,2022,2,10,68,18,8,3,3,4.5,2022-02-10 17:02:11.238353
B013SREORG,2022,2,10,83,12,4,1,1,4.7,2022-02-10 17:02:22.267047
B015UVKKSU,2022,2,10,81,9,0,10,0,4.6,2022-02-10 17:02:31.487993
B00K34NH4O,2022,2,10,85,9,4,1,2,4.7,2022-02-10 17:02:42.093949
B07XBRP7RG,2022,2,10,82,8,4,1,5,4.6,2022-02-10 17:02:53.029014
B00UKL9TR4,2022,2,10,78,13,6,2,2,4.6,2022-02-10 17:03:03.144594
B0891BBRJG,2022,2,10,78,10,5,2,5,4.6,2022-02-10 17:03:16.671531
B08NVFFWRV,2022,2,10,67,14,9,5,6,4.3,2022-02-10 17:03:26.844769
B00UK4VBC2,2022,2,10,80,11,4,2,3,4.6,2022-02-10 17:03:38.439685
B09MZJPNPW,2022,2,10,100,0,0,0,0,5,2022-02-10 17:03:46.735678
B084LHV2M1,2022,2,10,79,12,6,1,2,4.6,2022-02-10 17:03:56.714348
B0016J9ZUK,2022,2,10,90,4,2,2,1,4.8,2022-02-10 17:04:06.259737
B0019LP8UQ,2022,2,10,88,6,2,1,3,4.8,2022-02-10 17:04:17.482115
B01MFF7A02,2022,2,10,81,13,4,2,1,4.7,2022-02-10 17:04:28.033312
B00RWCDM4A,2022,2,10,74,13,7,3,4,4.5,2022-02-10 17:04:39.898217
B081SD1Y2Z,2022,2,10,75,13,7,2,3,4.5,2022-02-10 17:04:49.731842
B08LR3J83B,2022,2,10,77,14,5,2,2,4.6,2022-02-10 17:05:00.626247
B0842YD1CX,2022,2,10,69,16,9,3,3,4.4,2022-02-10 17:05:14.783997
B06Y45QVFP,2022,2,10,64,12,12,6,6,4.2,2022-02-10 17:05:26.847030
B07MN4D2BS,2022,2,10,77,8,5,2,7,4.5,2022-02-10 17:05:36.443007
B00YQGA982,2022,2,10,77,13,5,2,3,4.6,2022-02-10 17:05:46.583107
B017GGC9BI,2022,2,10,73,13,8,3,3,4.5,2022-02-10 17:05:56.859632
B07JMYXRHD,2022,2,10,75,13,6,2,3,4.5,2022-02-10 17:06:09.016848
B002WTC3C0,2022,2,10,82,10,4,1,3,4.7,2022-02-10 17:06:22.133850
B00BVO916I,2022,2,10,78,13,5,3,2,4.6,2022-02-10 17:06:30.164933
B08LHX5QG7,2022,2,10,84,10,4,1,1,4.8,2022-02-10 17:06:39.882955
B078K4M88K,2022,2,10,76,13,6,3,3,4.5,2022-02-10 17:06:51.696546
B01MRVJ8HF,2022,2,10,83,10,4,0,3,4.7,2022-02-10 17:07:01.077295
B086CS8YXB,2022,2,10,83,11,3,1,1,4.8,2022-02-10 17:07:14.126403
B09LRLCRC9,2022,2,10,39,17,28,0,17,3.6,2022-02-10 17:07:23.222318
B09379FRDK,2022,2,10,74,10,0,6,10,4.3,2022-02-10 17:07:34.130785
B01J3BD0M6,2022,2,10,65,6,7,3,19,3.9,2022-02-10 17:07:43.777728
B07JCKRBGN,2022,2,10,81,10,6,1,3,4.6,2022-02-10 17:07:54.094942
B01MU9VI4Q,2022,2,10,77,11,6,2,3,4.6,2022-02-10 17:08:07.548257
B07CJF1D7X,2022,2,10,85,8,3,1,3,4.7,2022-02-10 17:08:17.126592
B004LT9EDU,2022,2,10,85,9,3,0,2,4.8,2022-02-10 17:08:26.556086
B00PHVORLA,2022,2,10,56,16,12,7,9,4,2022-02-10 17:08:36.389780
B01M0MO257,2022,2,10,70,15,7,3,5,4.4,2022-02-10 17:08:49.566606
B0006ZEVUY,2022,2,10,91,5,2,1,1,4.8,2022-02-10 17:08:59.572128
B07T3N1KVS,2022,2,10,73,13,6,3,5,4.5,2022-02-10 17:09:08.481263
B0743CZWCP,2022,2,10,68,12,9,4,7,4.3,2022-02-10 17:09:21.825725
B00OOUSJ0A,2022,2,10,82,10,4,1,3,4.7,2022-02-10 17:09:32.392575
B09C2QNHS4,2022,2,10,56,13,15,4,12,4,2022-02-10 17:09:42.928982
B08X6H7NQC,2022,2,10,81,12,3,1,2,4.7,2022-02-10 17:09:52.363667
B08PHXQLQ2,2022,2,10,47,16,13,9,15,3.7,2022-02-10 17:10:03.815081
B07B9HHHLR,2022,2,10,86,8,3,1,2,4.8,2022-02-10 17:10:12.802015
B077PKBXWC,2022,2,10,79,10,6,1,4,4.6,2022-02-10 17:10:22.519378
B07DLV5HHZ,2022,2,10,84,8,3,1,3,4.7,2022-02-10 17:10:32.256487
B0896N6SPK,2022,2,10,68,17,8,3,4,4.4,2022-02-10 17:10:46.387982
B094F4PT6F,2022,2,10,80,11,5,2,3,4.6,2022-02-10 17:10:59.946706
B08P5Y9KQG,2022,2,10,68,16,7,4,4,4.4,2022-02-10 17:11:09.421078
B07NJNZYQT,2022,2,10,73,15,7,2,2,4.6,2022-02-10 17:21:25.854729
B08PFGLHP6,2022,2,10,88,8,2,1,1,4.8,2022-02-10 17:21:38.106678
B0845D28ZY,2022,2,10,85,11,3,1,1,4.8,2022-02-10 17:21:48.619941
B078XXPH3S,2022,2,10,86,7,5,1,1,4.8,2022-02-10 17:22:01.535665
B07VCVDRKG,2022,2,10,88,8,2,1,2,4.8,2022-02-10 17:22:15.045440
B07FD24RTR,2022,2,10,84,10,4,1,1,4.7,2022-02-10 17:22:28.983422
B07PBTB187,2022,2,10,84,10,4,1,2,4.7,2022-02-10 17:22:41.763331
B00MEDOY2G,2022,2,10,87,9,3,1,1,4.8,2022-02-10 17:22:52.724167
B00BQYF21G,2022,2,10,82,11,4,1,1,4.7,2022-02-10 17:23:07.419064
B07CTSS14R,2022,2,10,83,10,4,1,1,4.7,2022-02-10 17:23:21.123400
B00SK71SAG,2022,2,10,87,9,2,1,1,4.8,2022-02-10 17:23:31.856094
B082QB23YG,2022,2,10,75,13,7,2,3,4.5,2022-02-10 17:23:43.510558
B002TSA948,2022,2,10,83,10,3,1,2,4.7,2022-02-10 17:23:54.179803
B003ZYKUYY,2022,2,10,81,12,5,1,1,4.7,2022-02-10 17:24:06.843226
B003USJXAM,2022,2,10,85,10,3,1,1,4.8,2022-02-10 17:24:19.655492
B01329XE2Q,2022,2,10,78,14,5,1,2,4.7,2022-02-10 17:24:37.019677
B07J5JNT1P,2022,2,10,70,15,8,2,4,4.4,2022-02-10 17:24:48.522963
B07FYK23Y4,2022,2,10,86,9,3,1,1,4.8,2022-02-10 17:25:00.056151
B0089WNKVC,2022,2,10,78,11,6,2,2,4.6,2022-02-10 17:25:13.324045
B0846GC23M,2022,2,10,89,8,1,0,1,4.8,2022-02-10 17:25:27.657881
B075X2KL5C,2022,2,10,84,10,4,1,1,4.7,2022-02-10 17:25:42.279582
B07HHHMJ6V,2022,2,10,69,15,9,3,4,4.4,2022-02-10 17:25:56.348205
B00OQ1ZKO0,2022,2,10,77,16,5,1,1,4.7,2022-02-10 17:26:08.508685
B07YYYSHVB,2022,2,10,77,13,6,2,2,4.6,2022-02-10 17:26:21.955504
B017610BG8,2022,2,10,71,15,8,3,3,4.5,2022-02-10 17:26:34.524179
B000ODNSR0,2022,2,10,84,11,3,1,1,4.8,2022-02-10 17:26:49.445698
B07MDCQ3NZ,2022,2,10,88,9,2,0,1,4.8,2022-02-10 17:27:00.290964
B003B6FFNC,2022,2,10,78,12,5,2,3,4.6,2022-02-10 17:27:14.722468
B01IMEJV5U,2022,2,10,79,12,5,1,2,4.7,2022-02-10 17:27:26.454610
B081R3C6L6,2022,2,10,85,10,2,1,2,4.7,2022-02-10 17:27:41.095495
B07ZPD63F6,2022,2,10,84,11,3,1,1,4.8,2022-02-10 17:27:52.310803
B07SX2QKL7,2022,2,10,84,10,3,1,2,4.7,2022-02-10 17:28:04.242282
B09B1QT1MH,2022,2,10,72,16,3,3,7,4.4,2022-02-10 17:28:14.752829
B09HW3W9NW,2022,2,10,63,0,37,0,0,4.3,2022-02-10 17:28:25.566713
B077TWXCQV,2022,2,10,74,15,7,2,2,4.6,2022-02-10 17:28:37.963775
B077T2VWS7,2022,2,10,89,8,2,1,1,4.8,2022-02-10 17:28:48.490562
B00T54VIB2,2022,2,10,74,14,6,3,3,4.5,2022-02-10 17:29:02.562554
B08372XNYT,2022,2,10,85,11,3,1,1,4.8,2022-02-10 17:29:15.996166
B0000535UV,2022,2,10,74,12,6,3,4,4.5,2022-02-10 17:29:29.488449
B0011DJICG,2022,2,10,68,15,9,3,5,4.4,2022-02-10 17:29:44.620662
B072K1RYKJ,2022,2,10,66,16,9,4,4,4.4,2022-02-10 17:29:56.093091
B08RD43V4H,2022,2,10,89,8,1,1,1,4.8,2022-02-10 17:30:10.296340
B08KBBYTD7,2022,2,10,77,14,5,3,2,4.6,2022-02-10 17:30:23.271062
B08HJQR8MD,2022,2,10,68,16,9,3,4,4.4,2022-02-10 17:30:34.959375
B07SX2QKL7,2022,2,10,84,10,3,1,2,4.7,2022-02-10 17:30:47.355234
B07NJNZYQT,2022,2,10,73,15,7,2,2,4.6,2022-02-10 17:30:57.338620
B07FYK23Y4,2022,2,10,86,9,3,1,1,4.8,2022-02-10 17:31:09.271613
B01K4Q1P8U,2022,2,10,88,7,3,1,1,4.8,2022-02-10 17:31:20.707305
B081R38486,2022,2,10,83,10,3,1,3,4.7,2022-02-10 17:31:33.659225
B08BTCCNPM,2022,2,10,81,13,4,1,1,4.7,2022-02-10 17:31:44.976433
B06XJ5XMV9,2022,2,10,85,10,3,1,1,4.8,2022-02-10 17:31:57.094209
B00SXUG8GE,2022,2,10,74,13,7,2,3,4.5,2022-02-10 17:32:09.704156
B00DQSKVIO,2022,2,10,72,16,6,2,3,4.5,2022-02-10 17:32:22.699586
B07FZ2ZX8W,2022,2,10,89,7,2,1,1,4.8,2022-02-10 17:32:34.197986
B07C8XX3M3,2022,2,10,75,14,6,2,2,4.6,2022-02-10 17:32:47.823667
B00OO0D8TW,2022,2,10,81,12,4,1,1,4.7,2022-02-10 17:33:00.342155
B00127S53E,2022,2,10,79,13,5,2,1,4.7,2022-02-10 17:33:12.976679
B077JC2RP8,2022,2,10,83,9,4,1,3,4.7,2022-02-10 17:33:25.163910
B07NDMCL15,2022,2,10,71,18,7,2,3,4.5,2022-02-10 17:33:35.419146
B096TPC9SK,2022,2,10,73,12,12,3,1,4.5,2022-02-10 17:33:46.305492
B08LFGWC3R,2022,2,10,88,8,2,1,1,4.8,2022-02-10 17:34:04.315324
B00YXXPZLO,2022,2,10,75,14,7,2,2,4.6,2022-02-10 17:34:17.838705
B07M9Z554Q,2022,2,10,73,15,7,3,3,4.5,2022-02-10 17:34:31.028579
B07FYLZ7GK,2022,2,10,86,9,3,0,1,4.8,2022-02-10 17:34:42.047770
B06XFY5YWP,2022,2,10,77,13,6,2,1,4.6,2022-02-10 17:34:58.392840
B00OGL25B6,2022,2,10,82,11,4,1,1,4.7,2022-02-10 17:35:11.834834
B07T6JFX6W,2022,2,10,69,17,8,3,3,4.5,2022-02-10 17:35:23.988167
B07FKQGN7F,2022,2,10,82,11,4,1,1,4.7,2022-02-10 17:35:35.510245
B082VKHR6Q,2022,2,10,86,9,3,1,1,4.8,2022-02-10 17:35:45.991602
B001440150,2022,2,10,70,13,8,3,6,4.4,2022-02-10 17:35:59.057584
B06XFLP11Z,2022,2,10,85,10,4,1,1,4.8,2022-02-10 17:36:09.912716
B01HOHBDT8,2022,2,10,85,9,3,1,2,4.7,2022-02-10 17:36:22.707019
B08PCPW8KL,2022,2,10,86,10,3,1,0,4.8,2022-02-10 17:36:32.726950
B016TRTXXM,2022,2,10,80,14,4,1,1,4.7,2022-02-10 17:36:43.851147
B095J9B2H8,2022,2,10,82,10,5,2,1,4.7,2022-02-10 17:36:55.379026
B007Y06Y3G,2022,2,10,78,10,6,3,3,4.6,2022-02-10 17:37:09.394309
B000Q43TQ2,2022,2,10,74,12,6,3,4,4.5,2022-02-10 17:37:22.448515
B09B1MMGL9,2022,2,10,72,16,3,3,7,4.4,2022-02-10 17:37:34.456462
B098QDL4JL,2022,2,10,83,10,5,1,1,4.7,2022-02-10 17:37:46.594752
B0845D28ZY,2022,2,10,85,11,3,1,1,4.8,2022-02-10 17:37:57.869495
B07MC1TR1H,2022,2,10,77,12,7,2,2,4.6,2022-02-10 17:38:11.595563
B00FSD47I0,2022,2,10,73,14,8,2,3,4.5,2022-02-10 17:38:26.206604
