ASIN,YEAR,MONTH,DAY,ORDER_FEATURE,DESCRIBE_FEATURE,STAR_FEATURE,TIME,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B091HYC4KK,2022,3,26,2,Value for money,4.2,00:49.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B091HYC4KK,2022,3,26,3,Scent,4.2,00:49.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B091HYC4KK,2022,3,26,4,Longevity,3.9,00:49.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B091HYC4KK,2022,3,26,5,Moisturizing,3.9,00:49.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B091HYC4KK,2022,3,26,6,Smudge-proof,3.8,00:49.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01LPRTONU,2022,3,26,1,Value for money,5,02:10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01LPRTONU,2022,3,26,2,Comfort,4.6,02:10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01LPRTONU,2022,3,26,3,Moisturizing,4.4,02:10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01LPRTONU,2022,3,26,4,Flattering,4.4,02:10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01LPRTONU,2022,3,26,5,Versatility,4.3,02:10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01LPRTONU,2022,3,26,6,Longevity,4.1,02:10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B004GCAJOA,2022,3,26,1,Moisturizing,4.3,03:12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B004GCAJOA,2022,3,26,2,Flattering,4.1,03:12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B004GCAJOA,2022,3,26,3,Value for money,4,03:12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B004GCAJOA,2022,3,26,4,Longevity,3.8,03:12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08H49XLQM,2022,3,26,1,Flattering,4.5,03:36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08H49XLQM,2022,3,26,2,Moisturizing,4.2,03:36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08H49XLQM,2022,3,26,3,Longevity,4.2,03:36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08H49XLQM,2022,3,26,4,Sheerness,3.7,03:36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B00Q26VTVK,2022,3,26,1,Accuracy,4.5,05:42.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B00Q26VTVK,2022,3,26,2,Value for money,4.5,05:42.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B00Q26VTVK,2022,3,26,3,Longevity,4.4,05:42.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B00Q26VTVK,2022,3,26,4,Smudge-proof,4.4,05:42.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B00Q26VTVK,2022,3,26,5,Comfort,4.2,05:42.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B00Q26VTVK,2022,3,26,6,Moisturizing,3.7,05:42.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01MR76RKY,2022,3,26,1,Value for money,4.5,05:52.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01MR76RKY,2022,3,26,2,Moisturizing,4.2,05:52.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01MR76RKY,2022,3,26,3,Flattering,4.1,05:52.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01MR76RKY,2022,3,26,4,Longevity,4.1,05:52.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B091DSBMQ7,2022,3,26,1,Smudge-proof,4.4,08:20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B091DSBMQ7,2022,3,26,2,Longevity,4.3,08:20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B091DSBMQ7,2022,3,26,3,Flattering,4.1,08:20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B091DSBMQ7,2022,3,26,4,Flavor,3.9,08:20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B091DSBMQ7,2022,3,26,5,Scent,3.8,08:20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B091DSBMQ7,2022,3,26,6,Easy to remove,3.5,08:20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07P9G959X,2022,3,26,1,Smudge-proof,3.8,08:52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07P9G959X,2022,3,26,2,Value for money,3.7,08:52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07P9G959X,2022,3,26,3,Longevity,3.7,08:52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07P9G959X,2022,3,26,4,Sheerness,3.2,08:52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07P9G959X,2022,3,26,5,Moisturizing,3.2,08:52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07P9G959X,2022,3,26,6,Flavor,3.1,08:52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B06XDQ2NDN,2022,3,26,1,Flattering,4.2,10:09.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B06XDQ2NDN,2022,3,26,2,Moisturizing,4.1,10:09.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B06XDQ2NDN,2022,3,26,3,Scent,4.1,10:09.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B06XDQ2NDN,2022,3,26,4,Longevity,4,10:09.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B06XDQ2NDN,2022,3,26,5,Sheerness,3.7,10:09.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B06XDQ2NDN,2022,3,26,6,Flavor,3.6,10:09.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08NZB6DZR,2022,3,26,1,Flattering,3.9,11:33.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08NZB6DZR,2022,3,26,2,Moisturizing,3.8,11:33.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08NZB6DZR,2022,3,26,3,Longevity,3.5,11:33.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08NZB6DZR,2022,3,26,4,Value for money,3.3,11:33.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07NCNZWB4,2022,3,26,1,Easy to remove,4.4,12:23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07NCNZWB4,2022,3,26,2,Value for money,4.3,12:23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07NCNZWB4,2022,3,26,3,Flavor,3.9,12:23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07NCNZWB4,2022,3,26,4,Longevity,3.8,12:23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07NCNZWB4,2022,3,26,5,Sheerness,3.2,12:23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07NCNZWB4,2022,3,26,6,Moisturizing,3.1,12:23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01DPA818Y,2022,3,26,1,Moisturizing,4.1,13:33.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01DPA818Y,2022,3,26,2,Flattering,4.1,13:33.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01DPA818Y,2022,3,26,3,Longevity,3.7,13:33.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08GP3CFLC,2022,3,26,1,Value for money,4.5,15:20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08GP3CFLC,2022,3,26,2,Giftable,4.5,15:20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08GP3CFLC,2022,3,26,3,Sheerness,4.5,15:20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08GP3CFLC,2022,3,26,4,For traveling,4.4,15:20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08GP3CFLC,2022,3,26,5,Longevity,3.7,15:20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B001P2PPBQ,2022,3,26,1,Value for money,4.6,16:29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B001P2PPBQ,2022,3,26,2,Flattering,4.6,16:29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B001P2PPBQ,2022,3,26,3,Longevity,4.4,16:29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B001P2PPBQ,2022,3,26,4,Smudge-proof,4.3,16:29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B001P2PPBQ,2022,3,26,5,Moisturizing,3.7,16:29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B087RPYL7W,2022,3,26,1,Sheerness,4,21:34.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B087RPYL7W,2022,3,26,2,Moisturizing,3.8,21:34.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B087RPYL7W,2022,3,26,3,Longevity,3.1,21:34.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09J3NBZF2,2022,3,26,1,Moisturizing,3.5,23:48.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09J3NBZF2,2022,3,26,2,Flattering,3,23:48.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09J3NBZF2,2022,3,26,3,Longevity,3,23:48.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B06XC7TVGV,2022,3,26,1,Moisturizing,3.6,24:07.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B06XC7TVGV,2022,3,26,2,Sheerness,3.4,24:07.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B06XC7TVGV,2022,3,26,3,Longevity,3.1,24:07.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08YP6PHFL,2022,3,26,1,Value for money,4.2,25:07.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08YP6PHFL,2022,3,26,2,Longevity,4,25:07.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01JMYRA8E,2022,3,26,1,Smudge-proof,4.6,26:08.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01JMYRA8E,2022,3,26,2,Moisturizing,4.6,26:08.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01JMYRA8E,2022,3,26,3,Longevity,4.4,26:08.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08L8ZFFKJ,2022,3,26,1,Longevity,4.2,26:52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08L8ZFFKJ,2022,3,26,2,Flattering,4,26:52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08L8ZFFKJ,2022,3,26,3,Moisturizing,3.7,26:52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08S3K3R1Q,2022,3,26,1,Light weight,4.5,26:58.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08S3K3R1Q,2022,3,26,2,Value for money,3.9,26:58.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08S3K3R1Q,2022,3,26,3,Longevity,3.6,26:58.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08S3K3R1Q,2022,3,26,4,Moisturizing,3.5,26:58.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B002VECIXK,2022,3,26,1,Moisturizing,4.5,29:27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B002VECIXK,2022,3,26,2,Value for money,4.4,29:27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B002VECIXK,2022,3,26,3,Longevity,4.2,29:27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B002VECIXK,2022,3,26,4,Flavor,4.1,29:27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01HPJ6YVC,2022,3,26,1,Longevity,4.2,31:47.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01HPJ6YVC,2022,3,26,2,Sheerness,3.6,31:47.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01N2BCFHV,2022,3,26,1,Moisturizing,4.6,31:54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01N2BCFHV,2022,3,26,2,Flattering,4.5,31:54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01N2BCFHV,2022,3,26,3,Longevity,4,31:54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07Y2ZRP6N,2022,3,26,1,Flattering,4.3,34:48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07Y2ZRP6N,2022,3,26,2,Value for money,4.2,34:48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07Y2ZRP6N,2022,3,26,3,Longevity,3.6,34:48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07Y2ZRP6N,2022,3,26,4,Moisturizing,3.6,34:48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B073HDQMWR,2022,3,26,1,Moisturizing,4.6,36:37.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B073HDQMWR,2022,3,26,2,Sheerness,4.2,36:37.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B073HDQMWR,2022,3,26,3,Longevity,4,36:37.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B073HDQMWR,2022,3,26,4,Value for money,3.7,36:37.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B073HKJ88P,2022,3,26,1,Flattering,4.6,37:12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B073HKJ88P,2022,3,26,2,Moisturizing,4.5,37:12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B073HKJ88P,2022,3,26,3,Longevity,4.4,37:12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08V1GC2MP,2022,3,26,1,Moisturizing,3.4,48:23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08V1GC2MP,2022,3,26,2,Flavor,2.5,48:23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B00028OUIS,2022,3,26,1,Flattering,4.4,49:00.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B00028OUIS,2022,3,26,2,Moisturizing,4.3,49:00.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B00028OUIS,2022,3,26,3,Longevity,4.2,49:00.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01LIXJGB6,2022,3,26,1,Moisturizing,4.6,53:17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01LIXJGB6,2022,3,26,2,Value for money,4.3,53:17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01JV84XX6,2022,3,26,1,Longevity,4.5,54:49.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01JV84XX6,2022,3,26,2,Flattering,4.5,54:49.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01JV84XX6,2022,3,26,3,Sheerness,4,54:49.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01JV84XX6,2022,3,26,4,Flavor,3.7,54:49.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01APX1TLK,2022,3,26,1,Value for money,3.9,57:34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01APX1TLK,2022,3,26,2,Flattering,3.9,57:34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01APX1TLK,2022,3,26,3,Longevity,3.9,57:34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01APX1TLK,2022,3,26,4,Sheerness,3.8,57:34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01APX1TLK,2022,3,26,5,Comfort,3.6,57:34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01APX1TLK,2022,3,26,6,Moisturizing,3.3,57:34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07GNJDRVK,2022,3,26,1,Moisturizing,4.6,59:21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07GNJDRVK,2022,3,26,2,Longevity,4,59:21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B079QM4BP7,2022,3,26,1,Value for money,3.3,00:24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B079QM4BP7,2022,3,26,2,Longevity,3.2,00:24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B079QM4BP7,2022,3,26,3,Moisturizing,3,00:24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07NMHYMP3,2022,3,26,1,Flattering,4,03:22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07NMHYMP3,2022,3,26,2,Longevity,3.6,03:22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07NMHYMP3,2022,3,26,3,Moisturizing,3.6,03:22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B00FDARB8G,2022,3,26,1,Moisturizing,4,07:42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B00FDARB8G,2022,3,26,2,Value for money,3.8,07:42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B00FDARB8G,2022,3,26,3,Sheerness,3.7,07:42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B00FDARB8G,2022,3,26,4,Longevity,3.7,07:42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B00FDARB8G,2022,3,26,5,Flavor,2.6,07:42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000H3GDZQ,2022,3,26,1,Flattering,4,08:15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000H3GDZQ,2022,3,26,2,Moisturizing,4,08:15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B000H3GDZQ,2022,3,26,3,Longevity,4,08:15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07GCCBMMB,2022,3,26,1,Easy to hold,5,09:47.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07GCCBMMB,2022,3,26,2,Easy to clean,4.7,09:47.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07GCCBMMB,2022,3,26,3,Sheerness,4.5,09:47.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07GCCBMMB,2022,3,26,4,Value for money,4.5,09:47.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07GCCBMMB,2022,3,26,5,Sturdiness,4.4,09:47.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07GCCBMMB,2022,3,26,6,Durability,4.4,09:47.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B073DNBLSV,2022,3,26,1,Moisturizing,4.3,16:04.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B073DNBLSV,2022,3,26,2,Longevity,4,16:04.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B00PFCTEN2,2022,3,26,1,Longevity,4.5,18:34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B00PFCTEN2,2022,3,26,2,Flattering,4.3,18:34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B00PFCTEN2,2022,3,26,3,Moisturizing,3.8,18:34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B00WZY0AK4,2022,3,26,1,Moisturizing,4.4,19:27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B00WZY0AK4,2022,3,26,2,Value for money,4.1,19:27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B00WZY0AK4,2022,3,26,3,Longevity,4,19:27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B00WZY0AK4,2022,3,26,4,Sheerness,3.9,19:27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B06XF16DLV,2022,3,26,1,Sheerness,5,19:51.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B06XF16DLV,2022,3,26,2,Value for money,4.4,19:51.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B06XF16DLV,2022,3,26,3,Moisturizing,4.4,19:51.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B06XF16DLV,2022,3,26,4,Longevity,3.1,19:51.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B003V36LTW,2022,3,26,1,Value for money,4,21:51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B003V36LTW,2022,3,26,2,Flattering,3.8,21:51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B003V36LTW,2022,3,26,3,Longevity,3.7,21:51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B003V36LTW,2022,3,26,4,Moisturizing,3.2,21:51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08GS6SGFZ,2022,3,26,1,Flattering,4.4,22:31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08GS6SGFZ,2022,3,26,2,Moisturizing,4,22:31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08GS6SGFZ,2022,3,26,3,Longevity,3.5,22:31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08GS6SGFZ,2022,3,26,4,Flavor,3.2,22:31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B00PXIY596,2022,3,26,1,Value for money,4.2,28:09.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B00PXIY596,2022,3,26,2,Sheerness,4.2,28:09.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B00PXIY596,2022,3,26,3,Flavor,3.7,28:09.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B00PFCT2XY,2022,3,26,1,Moisturizing,4.1,30:05.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B00PFCT2XY,2022,3,26,2,Longevity,4,30:05.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B00PFCT2XY,2022,3,26,3,Value for money,3.8,30:05.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0006LNJEM,2022,3,26,1,Longevity,4.2,30:44.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0006LNJEM,2022,3,26,2,Sheerness,4,30:44.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0006LNJEM,2022,3,26,3,Moisturizing,3.6,30:44.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0745RJFR2,2022,3,26,1,Sheerness,5,34:08.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0745RJFR2,2022,3,26,2,Flattering,4.6,34:08.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0745RJFR2,2022,3,26,3,Value for money,4.1,34:08.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0745RJFR2,2022,3,26,4,Longevity,4,34:08.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0745RJFR2,2022,3,26,5,Moisturizing,3.9,34:08.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08M9JD55C,2022,3,26,1,Easy to install,4.6,36:12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08M9JD55C,2022,3,26,2,Picture quality,4.4,36:12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08M9JD55C,2022,3,26,3,Camera quality,4.3,36:12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08M9JD55C,2022,3,26,4,Suction power,4.3,36:12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08M9JD55C,2022,3,26,5,Night vision,4.2,36:12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08M9JD55C,2022,3,26,6,Sheerness,4.2,36:12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07XQYGQVS,2022,3,26,1,Picture quality,4,39:34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07XQYGQVS,2022,3,26,2,Easy to install,3.8,39:34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07XQYGQVS,2022,3,26,3,Touch Screen,3.7,39:34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07XQYGQVS,2022,3,26,4,Remote Control,3.3,39:34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09JK2XQNK,2022,3,26,1,Night vision,3,39:58.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09JK2XQNK,2022,3,26,2,Picture quality,3,39:58.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09JK2XQNK,2022,3,26,3,Easy to install,2.7,39:58.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09JK2XQNK,2022,3,26,4,Value for money,2.6,39:58.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09JK2XQNK,2022,3,26,5,Camera quality,2.5,39:58.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09K4DF7DB,2022,3,26,1,Easy to install,4.3,40:39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09K4DF7DB,2022,3,26,2,Easy to use,4.2,40:39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09K4DF7DB,2022,3,26,3,Camera quality,4,40:39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09K4DF7DB,2022,3,26,4,Suction power,4,40:39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09K4DF7DB,2022,3,26,5,Picture quality,3.9,40:39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09K4DF7DB,2022,3,26,6,Night vision,3.6,40:39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08DJ3TKX9,2022,3,26,1,Picture quality,4,42:24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08DJ3TKX9,2022,3,26,2,Camera quality,3.7,42:24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08DJ3TKX9,2022,3,26,3,Night vision,3,42:24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07RXQJ148,2022,3,26,1,Adhesion,4.5,43:00.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07RXQJ148,2022,3,26,2,Picture quality,4.2,43:00.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07RXQJ148,2022,3,26,3,Value for money,4.1,43:00.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07RXQJ148,2022,3,26,4,Camera quality,3.9,43:00.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B07RXQJ148,2022,3,26,5,Night vision,3.7,43:00.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B085VJJ7PR,2022,3,26,1,Easy to install,4.7,43:14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B085VJJ7PR,2022,3,26,2,Easy to use,4.3,43:14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B085VJJ7PR,2022,3,26,3,Picture quality,3.2,43:14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B085VJJ7PR,2022,3,26,4,Value for money,1,43:14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01DCRO8AA,2022,3,26,1,Value for money,4.8,45:36.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01DCRO8AA,2022,3,26,2,Easy to install,4.1,45:36.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01DCRO8AA,2022,3,26,3,Picture quality,3.9,45:36.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B01DCRO8AA,2022,3,26,4,Night vision,3.6,45:36.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08T6KVWDR,2022,3,26,1,Sheerness,4.8,47:12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B08T6KVWDR,2022,3,26,2,Suction power,4.6,47:12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
